Type	Stopped_Time	Activated_Time	Duration(s)	Daylight	
Keyboard	2021-09-14 11:50:12.298664	2021-09-14 11:50:41.866435	29.567771	Afternoon
Keyboard	2021-09-14 11:50:42.915802	2021-09-14 11:51:12.727536	29.811734	Afternoon
Mouse	2021-09-14 11:51:11.238015	2021-09-14 11:51:16.732325	5.49431	Afternoon
Mouse	2021-09-14 11:51:28.832289	2021-09-14 11:51:36.757714	7.925425	Afternoon
Mouse	2021-09-14 11:51:37.129828	2021-09-14 11:51:44.034118	6.90429	Afternoon
Keyboard	2021-09-14 11:51:15.552659	2021-09-14 11:52:11.778384	56.225725	Afternoon
Mouse	2021-09-14 11:52:57.612975	2021-09-14 11:53:03.341646	5.728671	Afternoon
Mouse	2021-09-14 11:53:16.566892	2021-09-14 11:53:28.891920	12.325028	Afternoon
Mouse	2021-09-14 11:53:44.660001	2021-09-14 11:54:00.267157	15.607156	Afternoon
Mouse	2021-09-14 11:54:15.128889	2021-09-14 11:54:42.850976	27.722087	Afternoon
Keyboard	2021-09-14 11:52:12.458542	2021-09-14 11:54:47.709788	155.251246	Afternoon
Mouse	2021-09-14 11:54:54.692456	2021-09-14 11:55:05.705461	11.013005	Afternoon
Mouse	2021-09-14 11:55:44.316522	2021-09-14 11:55:50.563351	6.246829	Afternoon
Keyboard	2021-09-14 11:54:54.221219	2021-09-14 11:55:54.412101	60.190882	Afternoon
Keyboard	2021-09-14 11:55:56.233733	2021-09-14 11:56:06.881654	10.647921	Afternoon
Keyboard	2021-09-14 11:56:13.937119	2021-09-14 11:56:33.358243	19.421124	Afternoon
Mouse	2021-09-14 11:56:54.816192	2021-09-14 11:57:01.492204	6.676012	Afternoon
Keyboard	2021-09-14 11:56:33.857796	2021-09-14 11:57:14.322821	40.465025	Afternoon
Keyboard	2021-09-14 11:57:18.096539	2021-09-14 11:57:25.492175	7.395636	Afternoon
Mouse	2021-09-14 11:57:13.425361	2021-09-14 11:57:49.402437	35.977076	Afternoon
Mouse	2021-09-14 11:57:51.848711	2021-09-14 11:58:04.777293	12.928582	Afternoon
Mouse	2021-09-14 11:58:15.363838	2021-09-14 11:58:41.250769	25.886931	Afternoon
Keyboard	2021-09-14 11:58:03.662044	2021-09-14 11:58:53.870009	50.207965	Afternoon
Mouse	2021-09-14 11:58:51.880190	2021-09-14 11:58:59.555772	7.675582	Afternoon
Mouse	2021-09-14 12:00:07.628536	2021-09-14 12:00:30.928683	23.300147	Afternoon
Mouse	2021-09-14 12:00:46.426044	2021-09-14 12:01:27.719248	41.293204	Afternoon
Keyboard	2021-09-14 11:58:58.937090	2021-09-14 12:02:14.273099	195.336009	Afternoon
Keyboard	2021-09-14 12:02:15.330738	2021-09-14 12:02:38.740018	23.40928	Afternoon
Mouse	2021-09-14 12:02:46.675302	2021-09-14 12:02:52.147116	5.471814	Afternoon
Mouse	2021-09-14 12:02:55.644335	2021-09-14 12:03:02.329088	6.684753	Afternoon
Keyboard	2021-09-14 12:02:39.305975	2021-09-14 12:04:31.234730	111.928755	Afternoon
Keyboard	2021-09-14 12:04:34.304723	2021-09-14 12:04:48.834345	14.529622	Afternoon
Mouse	2021-09-14 12:05:18.644551	2021-09-14 12:05:30.804783	12.160232	Afternoon
Keyboard	2021-09-14 12:04:51.113150	2021-09-14 12:05:45.704662	54.591512	Afternoon
Keyboard	2021-09-14 12:05:51.725057	2021-09-14 12:06:41.564321	49.839264	Afternoon
Keyboard	2021-09-14 12:06:45.945593	2021-09-14 12:06:55.039640	9.094047	Afternoon
Mouse	2021-09-14 12:07:05.878569	2021-09-14 12:07:29.572682	23.694113	Afternoon
Keyboard	2021-09-14 12:06:58.875982	2021-09-14 12:07:34.358469	35.482487	Afternoon
Mouse	2021-09-14 12:07:43.208386	2021-09-14 12:07:50.032039	6.823653	Afternoon
Mouse	2021-09-14 12:07:50.113071	2021-09-14 12:08:31.431614	41.318543	Afternoon
Mouse	2021-09-14 12:08:44.800705	2021-09-14 12:08:56.625346	11.824641	Afternoon
Keyboard	2021-09-14 12:07:35.077026	2021-09-14 12:10:49.524584	194.447558	Afternoon
Keyboard	2021-09-14 12:10:50.315421	2021-09-14 12:10:57.462389	7.146968	Afternoon
Mouse	2021-09-14 12:11:04.239170	2021-09-14 12:11:12.945122	8.705952	Afternoon
Keyboard	2021-09-14 12:10:58.203732	2021-09-14 12:11:17.843337	19.639605	Afternoon
Keyboard	2021-09-14 12:11:22.570129	2021-09-14 12:11:32.522810	9.952681	Afternoon
Keyboard	2021-09-14 12:11:41.090917	2021-09-14 12:11:49.701996	8.611079	Afternoon
Keyboard	2021-09-14 12:11:58.380377	2021-09-14 12:12:04.288128	5.907751	Afternoon
Keyboard	2021-09-14 12:12:10.118462	2021-09-14 12:12:15.252542	5.13408	Afternoon
Mouse	2021-09-14 12:12:43.474481	2021-09-14 12:12:55.270049	11.795568	Afternoon
Mouse	2021-09-14 12:12:56.503673	2021-09-14 12:13:58.092108	61.588435	Afternoon
Keyboard	2021-09-14 12:12:20.025966	2021-09-14 12:13:58.618394	98.592428	Afternoon
Keyboard	2021-09-14 12:14:01.548412	2021-09-14 12:14:08.322596	6.774184	Afternoon
Keyboard	2021-09-14 12:14:19.755348	2021-09-14 12:14:28.322509	8.567161	Afternoon
Mouse	2021-09-14 12:14:07.691521	2021-09-14 12:14:34.809089	27.117568	Afternoon
Mouse	2021-09-14 12:14:38.613929	2021-09-14 12:14:53.579748	14.965819	Afternoon
Keyboard	2021-09-14 12:14:28.876230	2021-09-14 12:15:00.818731	31.942501	Afternoon
Keyboard	2021-09-14 12:15:01.352989	2021-09-14 12:15:10.340892	8.987903	Afternoon
Mouse	2021-09-14 12:15:00.644914	2021-09-14 12:15:10.684219	10.039305	Afternoon
Keyboard	2021-09-14 12:15:10.771655	2021-09-14 12:15:31.282231	20.510576	Afternoon
Mouse	2021-09-14 12:15:19.722447	2021-09-14 12:15:34.007588	14.285141	Afternoon
Mouse	2021-09-14 12:15:59.128686	2021-09-14 12:17:28.143911	89.015225	Afternoon
Keyboard	2021-09-14 12:15:51.377309	2021-09-14 12:17:34.034206	102.656897	Afternoon
Keyboard	2021-09-14 12:17:35.194240	2021-09-14 12:17:41.672341	6.478101	Afternoon
Mouse	2021-09-14 12:17:52.222448	2021-09-14 12:18:00.695567	8.473119	Afternoon
Mouse	2021-09-14 12:18:12.394984	2021-09-14 12:18:28.313956	15.918972	Afternoon
Keyboard	2021-09-14 12:17:42.183092	2021-09-14 12:19:04.910453	82.727361	Afternoon
Mouse	2021-09-14 12:19:08.613895	2021-09-14 12:20:11.675790	63.061895	Afternoon
Mouse	2021-09-14 12:20:14.973592	2021-09-14 12:20:26.199082	11.22549	Afternoon
Keyboard	2021-09-14 12:19:05.254817	2021-09-14 12:20:38.873350	93.618533	Afternoon
Mouse	2021-09-14 12:20:48.128444	2021-09-14 12:20:54.705281	6.576837	Afternoon
Keyboard	2021-09-14 12:21:07.224128	2021-09-14 12:21:17.655004	10.430876	Afternoon
Keyboard	2021-09-14 12:21:22.673442	2021-09-14 12:21:28.012771	5.339329	Afternoon
Keyboard	2021-09-14 12:21:28.600291	2021-09-14 12:21:40.827530	12.227239	Afternoon
Keyboard	2021-09-14 12:21:43.931976	2021-09-14 12:21:52.686960	8.754984	Afternoon
Mouse	2021-09-14 12:21:51.755110	2021-09-14 12:21:57.515795	5.760685	Afternoon
Keyboard	2021-09-14 12:22:06.086722	2021-09-14 12:22:12.177901	6.091179	Afternoon
Mouse	2021-09-14 12:22:05.082957	2021-09-14 12:22:12.850373	7.767416	Afternoon
Mouse	2021-09-14 12:22:18.082165	2021-09-14 12:22:25.050045	6.96788	Afternoon
Keyboard	2021-09-14 12:22:12.948024	2021-09-14 12:22:40.557660	27.609636	Afternoon
Keyboard	2021-09-14 12:22:46.048814	2021-09-14 12:22:51.338697	5.289883	Afternoon
Keyboard	2021-09-14 12:22:51.659099	2021-09-14 12:22:58.296064	6.636965	Afternoon
Mouse	2021-09-14 12:23:05.613266	2021-09-14 12:23:15.189732	9.576466	Afternoon
Keyboard	2021-09-14 12:23:09.061218	2021-09-14 12:23:15.412374	6.351156	Afternoon
Mouse	2021-09-14 12:23:16.879204	2021-09-14 12:23:24.481702	7.602498	Afternoon
Keyboard	2021-09-14 12:23:16.992479	2021-09-14 12:23:46.231997	29.239518	Afternoon
Keyboard	2021-09-14 12:23:48.377513	2021-09-14 12:24:31.313249	42.935736	Afternoon
Mouse	2021-09-14 12:23:36.472376	2021-09-14 12:25:50.479362	134.006986	Afternoon
Mouse	2021-09-14 12:26:16.567254	2021-09-14 12:26:23.382061	6.814807	Afternoon
Keyboard	2021-09-14 12:24:32.079805	2021-09-14 12:26:24.514341	112.434536	Afternoon
Mouse	2021-09-14 12:26:26.645690	2021-09-14 12:26:34.277739	7.632049	Afternoon
Mouse	2021-09-14 12:26:44.019320	2021-09-14 12:26:49.334380	5.31506	Afternoon
Keyboard	2021-09-14 12:26:26.078343	2021-09-14 12:27:34.513864	68.435521	Afternoon
Mouse	2021-09-14 12:26:51.191025	2021-09-14 12:27:36.795977	45.604952	Afternoon
Keyboard	2021-09-14 12:27:35.306288	2021-09-14 12:27:44.335645	9.029357	Afternoon
Mouse	2021-09-14 12:27:40.301612	2021-09-14 12:28:10.133745	29.832133	Afternoon
Keyboard	2021-09-14 12:28:28.968711	2021-09-14 12:28:40.552841	11.58413	Afternoon
Keyboard	2021-09-14 12:28:43.994731	2021-09-14 12:28:49.348035	5.353304	Afternoon
Mouse	2021-09-14 12:29:04.847913	2021-09-14 12:29:13.045135	8.197222	Afternoon
Keyboard	2021-09-14 12:28:51.391473	2021-09-14 12:29:27.577770	36.186297	Afternoon
Keyboard	2021-09-14 12:29:39.380403	2021-09-14 12:29:50.235054	10.854651	Afternoon
Mouse	2021-09-14 12:29:47.864234	2021-09-14 12:29:57.800328	9.936094	Afternoon
Mouse	2021-09-14 12:29:58.613798	2021-09-14 12:30:06.463226	7.849428	Afternoon
Keyboard	2021-09-14 12:29:56.944877	2021-09-14 12:30:19.752634	22.807757	Afternoon
Mouse	2021-09-14 12:30:13.331620	2021-09-14 12:30:22.585687	9.254067	Afternoon
Keyboard	2021-09-14 12:30:21.529147	2021-09-14 12:30:32.010959	10.481812	Afternoon
Mouse	2021-09-14 12:30:25.269217	2021-09-14 12:30:35.444367	10.17515	Afternoon
Keyboard	2021-09-14 12:30:34.554776	2021-09-14 12:30:41.946425	7.391649	Afternoon
Keyboard	2021-09-14 12:30:44.855570	2021-09-14 12:31:08.452544	23.596974	Afternoon
Mouse	2021-09-14 12:31:38.222411	2021-09-14 12:31:43.308579	5.086168	Afternoon
Keyboard	2021-09-14 12:31:09.466538	2021-09-14 12:32:30.311511	80.844973	Afternoon
Keyboard	2021-09-14 12:32:31.298916	2021-09-14 12:32:42.611973	11.313057	Afternoon
Keyboard	2021-09-14 12:32:50.073330	2021-09-14 12:32:55.549124	5.475794	Afternoon
Mouse	2021-09-14 12:32:55.052087	2021-09-14 12:33:27.771997	32.71991	Afternoon
Keyboard	2021-09-14 12:32:59.026705	2021-09-14 12:34:02.103089	63.076384	Afternoon
Mouse	2021-09-14 12:33:28.472662	2021-09-14 12:34:09.909405	41.436743	Afternoon
Keyboard	2021-09-14 12:34:09.383376	2021-09-14 12:34:14.495685	5.112309	Afternoon
Mouse	2021-09-14 12:34:20.020592	2021-09-14 12:34:28.966948	8.946356	Afternoon
Mouse	2021-09-14 12:34:30.675805	2021-09-14 12:34:58.913403	28.237598	Afternoon
Keyboard	2021-09-14 12:34:16.435065	2021-09-14 12:35:28.939958	72.504893	Afternoon
Mouse	2021-09-14 12:35:00.692347	2021-09-14 12:35:30.829514	30.137167	Afternoon
Keyboard	2021-09-14 12:35:31.645454	2021-09-14 12:35:39.176809	7.531355	Afternoon
Mouse	2021-09-14 12:35:40.645659	2021-09-14 12:35:51.946813	11.301154	Afternoon
Mouse	2021-09-14 12:36:55.081809	2021-09-14 12:37:01.487656	6.405847	Afternoon
Mouse	2021-09-14 12:37:09.847373	2021-09-14 12:37:26.670917	16.823544	Afternoon
Keyboard	2021-09-14 12:35:51.023380	2021-09-14 12:37:32.950933	101.927553	Afternoon
Keyboard	2021-09-14 12:37:35.153874	2021-09-14 12:37:42.110645	6.956771	Afternoon
Mouse	2021-09-14 12:37:35.894063	2021-09-14 12:37:42.616552	6.722489	Afternoon
Keyboard	2021-09-14 12:37:42.131103	2021-09-14 12:37:47.704975	5.573872	Afternoon
Keyboard	2021-09-14 12:37:52.535521	2021-09-14 12:37:57.856126	5.320605	Afternoon
Mouse	2021-09-14 12:37:56.128559	2021-09-14 12:38:44.528585	48.400026	Afternoon
Keyboard	2021-09-14 12:38:06.611341	2021-09-14 12:38:48.034695	41.423354	Afternoon
Keyboard	2021-09-14 12:38:48.188221	2021-09-14 12:38:54.523351	6.33513	Afternoon
Mouse	2021-09-14 12:38:45.926610	2021-09-14 12:38:58.257601	12.330991	Afternoon
Mouse	2021-09-14 12:39:28.332965	2021-09-14 12:39:47.568674	19.235709	Afternoon
Keyboard	2021-09-14 12:39:00.898769	2021-09-14 12:40:03.982933	63.084164	Afternoon
Mouse	2021-09-14 12:40:07.801036	2021-09-14 12:40:18.869407	11.068371	Afternoon
Keyboard	2021-09-14 12:40:04.168521	2021-09-14 12:40:40.951158	36.782637	Afternoon
Mouse	2021-09-14 12:40:53.988079	2021-09-14 12:41:02.276703	8.288624	Afternoon
Keyboard	2021-09-14 12:40:44.476071	2021-09-14 12:41:11.218856	26.742785	Afternoon
Mouse	2021-09-14 12:41:09.380040	2021-09-14 12:41:48.643564	39.263524	Afternoon
Keyboard	2021-09-14 12:41:48.293976	2021-09-14 12:41:58.015980	9.722004	Afternoon
Keyboard	2021-09-14 12:41:59.072874	2021-09-14 12:42:05.696777	6.623903	Afternoon
Mouse	2021-09-14 12:42:12.207121	2021-09-14 12:42:21.451468	9.244347	Afternoon
Keyboard	2021-09-14 12:42:09.344033	2021-09-14 12:42:47.856805	38.512772	Afternoon
Mouse	2021-09-14 12:42:48.551053	2021-09-14 12:43:15.589095	27.038042	Afternoon
Keyboard	2021-09-14 12:42:47.990545	2021-09-14 12:43:36.478854	48.488309	Afternoon
Mouse	2021-09-14 12:43:52.036203	2021-09-14 12:44:00.983237	8.947034	Afternoon
Mouse	2021-09-14 12:44:02.130367	2021-09-14 12:44:08.690456	6.560089	Afternoon
Keyboard	2021-09-14 12:43:49.528293	2021-09-14 12:44:34.393975	44.865682	Afternoon
Mouse	2021-09-14 12:44:28.598501	2021-09-14 12:44:37.485566	8.887065	Afternoon
Mouse	2021-09-14 12:44:44.315993	2021-09-14 12:44:51.142747	6.826754	Afternoon
Mouse	2021-09-14 12:44:52.848429	2021-09-14 12:45:01.356906	8.508477	Afternoon
Mouse	2021-09-14 12:45:11.067531	2021-09-14 12:46:24.241147	73.173616	Afternoon
Mouse	2021-09-14 12:46:42.177008	2021-09-14 12:46:51.466402	9.289394	Afternoon
Mouse	2021-09-14 12:46:54.597477	2021-09-14 12:47:04.169359	9.571882	Afternoon
Keyboard	2021-09-14 12:44:40.236790	2021-09-14 12:47:37.073303	176.836513	Afternoon
Mouse	2021-09-14 12:47:25.535297	2021-09-14 12:47:38.799543	13.264246	Afternoon
Keyboard	2021-09-14 12:47:37.857138	2021-09-14 12:47:46.193600	8.336462	Afternoon
Keyboard	2021-09-14 12:47:47.206903	2021-09-14 12:47:55.828762	8.621859	Afternoon
Keyboard	2021-09-14 12:48:05.314334	2021-09-14 12:48:26.973649	21.659315	Afternoon
Mouse	2021-09-14 12:48:32.348834	2021-09-14 12:48:41.799846	9.451012	Afternoon
Mouse	2021-09-14 12:48:57.598347	2021-09-14 12:49:11.507905	13.909558	Afternoon
Mouse	2021-09-14 12:49:13.300901	2021-09-14 12:49:20.682498	7.381597	Afternoon
Mouse	2021-09-14 12:49:26.020561	2021-09-14 12:49:35.340637	9.320076	Afternoon
Mouse	2021-09-14 12:49:38.395557	2021-09-14 12:49:55.411179	17.015622	Afternoon
Keyboard	2021-09-14 12:48:31.093921	2021-09-14 12:50:15.780921	104.687	Afternoon
Keyboard	2021-09-14 12:50:15.896100	2021-09-14 12:50:28.753085	12.856985	Afternoon
Mouse	2021-09-14 12:50:01.019864	2021-09-14 12:50:29.509639	28.489775	Afternoon
Mouse	2021-09-14 12:50:34.255064	2021-09-14 12:50:45.872340	11.617276	Afternoon
Keyboard	2021-09-14 12:50:57.184757	2021-09-14 12:51:21.000026	23.815269	Afternoon
Mouse	2021-09-14 12:51:20.442319	2021-09-14 12:51:25.864612	5.422293	Afternoon
Mouse	2021-09-14 12:51:52.004431	2021-09-14 12:52:00.569957	8.565526	Afternoon
Mouse	2021-09-14 12:52:07.362796	2021-09-14 12:52:13.947107	6.584311	Afternoon
Keyboard	2021-09-14 12:51:29.372332	2021-09-14 12:52:19.073726	49.701394	Afternoon
Keyboard	2021-09-14 12:52:23.475729	2021-09-14 12:52:28.887909	5.41218	Afternoon
Mouse	2021-09-14 12:52:36.738305	2021-09-14 12:52:50.916151	14.177846	Afternoon
Keyboard	2021-09-14 12:52:29.359224	2021-09-14 12:52:58.479180	29.119956	Afternoon
Mouse	2021-09-14 12:52:54.520213	2021-09-14 12:53:42.490779	47.970566	Afternoon
Mouse	2021-09-14 12:53:44.817617	2021-09-14 12:54:01.660082	16.842465	Afternoon
Mouse	2021-09-14 12:54:16.487966	2021-09-14 12:54:25.447123	8.959157	Afternoon
Mouse	2021-09-14 12:54:32.458324	2021-09-14 12:54:39.117749	6.659425	Afternoon
Keyboard	2021-09-14 12:53:00.991211	2021-09-14 12:54:48.848260	107.857049	Afternoon
Mouse	2021-09-14 12:54:52.191434	2021-09-14 12:55:06.570461	14.379027	Afternoon
Keyboard	2021-09-14 12:55:05.670120	2021-09-14 12:55:21.160450	15.49033	Afternoon
Mouse	2021-09-14 12:55:24.300297	2021-09-14 12:55:33.570116	9.269819	Afternoon
Mouse	2021-09-14 12:55:38.129113	2021-09-14 12:55:47.041491	8.912378	Afternoon
Keyboard	2021-09-14 12:55:21.242438	2021-09-14 12:55:50.439314	29.196876	Afternoon
Keyboard	2021-09-14 12:55:56.430155	2021-09-14 12:56:10.371695	13.94154	Afternoon
Mouse	2021-09-14 12:55:59.645158	2021-09-14 12:56:12.900328	13.25517	Afternoon
Keyboard	2021-09-14 12:56:12.710373	2021-09-14 12:56:37.397809	24.687436	Afternoon
Mouse	2021-09-14 12:56:35.207457	2021-09-14 12:56:41.612254	6.404797	Afternoon
Mouse	2021-09-14 12:56:43.269528	2021-09-14 12:56:56.815847	13.546319	Afternoon
Mouse	2021-09-14 12:57:45.223431	2021-09-14 12:57:53.054398	7.830967	Afternoon
Keyboard	2021-09-14 12:57:06.792197	2021-09-14 12:58:02.038679	55.246482	Afternoon
Mouse	2021-09-14 12:57:55.161436	2021-09-14 12:58:02.998334	7.836898	Afternoon
Mouse	2021-09-14 12:58:07.098205	2021-09-14 12:58:17.622776	10.524571	Afternoon
Mouse	2021-09-14 12:58:24.331781	2021-09-14 12:58:46.180678	21.848897	Afternoon
Keyboard	2021-09-14 12:58:28.423558	2021-09-14 12:58:47.626035	19.202477	Afternoon
Mouse	2021-09-14 12:58:53.457820	2021-09-14 12:59:13.885596	20.427776	Afternoon
Keyboard	2021-09-14 12:58:48.182139	2021-09-14 12:59:19.504763	31.322624	Afternoon
Keyboard	2021-09-14 12:59:36.374601	2021-09-14 13:00:14.280628	37.906027	Afternoon
Mouse	2021-09-14 13:00:19.535016	2021-09-14 13:00:32.285698	12.750682	Afternoon
Keyboard	2021-09-14 13:00:17.792225	2021-09-14 13:00:38.835935	21.04371	Afternoon
Mouse	2021-09-14 13:00:35.456677	2021-09-14 13:00:45.730637	10.27396	Afternoon
Keyboard	2021-09-14 13:00:45.074654	2021-09-14 13:00:56.733264	11.65861	Afternoon
Keyboard	2021-09-14 13:00:56.832869	2021-09-14 13:01:13.815197	16.982328	Afternoon
Mouse	2021-09-14 13:01:11.833326	2021-09-14 13:01:19.632268	7.798942	Afternoon
Keyboard	2021-09-14 13:01:23.090094	2021-09-14 13:01:38.319713	15.229619	Afternoon
Mouse	2021-09-14 13:01:21.159743	2021-09-14 13:01:44.392626	23.232883	Afternoon
Keyboard	2021-09-14 13:01:42.720061	2021-09-14 13:01:55.559025	12.838964	Afternoon
Keyboard	2021-09-14 13:02:04.025785	2021-09-14 13:02:16.360556	12.334771	Afternoon
Keyboard	2021-09-14 13:02:31.298366	2021-09-14 13:02:58.133101	26.834735	Afternoon
Mouse	2021-09-14 13:01:55.114190	2021-09-14 13:03:41.884739	106.770549	Afternoon
Keyboard	2021-09-14 13:03:02.256031	2021-09-14 13:04:04.545737	62.289706	Afternoon
Keyboard	2021-09-14 13:04:05.360032	2021-09-14 13:04:18.027564	12.667532	Afternoon
Mouse	2021-09-14 13:04:00.989718	2021-09-14 13:05:07.932109	66.942391	Afternoon
Keyboard	2021-09-14 13:04:31.403731	2021-09-14 13:05:12.923098	41.519367	Afternoon
Keyboard	2021-09-14 13:05:16.564111	2021-09-14 13:05:23.860078	7.295967	Afternoon
Mouse	2021-09-14 13:05:23.394915	2021-09-14 13:05:36.545223	13.150308	Afternoon
Keyboard	2021-09-14 13:05:32.081276	2021-09-14 13:05:44.002339	11.921063	Afternoon
Mouse	2021-09-14 13:05:47.051479	2021-09-14 13:06:00.829989	13.77851	Afternoon
Keyboard	2021-09-14 13:05:59.794899	2021-09-14 13:06:16.863794	17.068895	Afternoon
Mouse	2021-09-14 13:06:10.051968	2021-09-14 13:06:26.622139	16.570171	Afternoon
Keyboard	2021-09-14 13:06:17.009294	2021-09-14 13:07:00.540486	43.531192	Afternoon
Mouse	2021-09-14 13:07:01.661248	2021-09-14 13:07:13.039914	11.378666	Afternoon
Keyboard	2021-09-14 13:07:00.687940	2021-09-14 13:07:21.017742	20.329802	Afternoon
Mouse	2021-09-14 13:07:17.973262	2021-09-14 13:07:24.887599	6.914337	Afternoon
Keyboard	2021-09-14 13:07:21.825160	2021-09-14 13:07:29.775604	7.950444	Afternoon
Mouse	2021-09-14 13:07:25.286129	2021-09-14 13:07:34.374252	9.088123	Afternoon
Mouse	2021-09-14 13:07:34.411405	2021-09-14 13:07:43.988147	9.576742	Afternoon
Mouse	2021-09-14 13:07:50.738962	2021-09-14 13:07:58.540371	7.801409	Afternoon
Mouse	2021-09-14 13:08:05.238915	2021-09-14 13:08:13.570308	8.331393	Afternoon
Mouse	2021-09-14 13:08:16.769261	2021-09-14 13:08:23.531452	6.762191	Afternoon
Mouse	2021-09-14 13:09:51.519857	2021-09-14 13:09:56.543227	5.02337	Afternoon
Keyboard	2021-09-14 13:07:53.144315	2021-09-14 13:10:00.757669	127.613354	Afternoon
Mouse	2021-09-14 13:09:59.005128	2021-09-14 13:10:11.633537	12.628409	Afternoon
Mouse	2021-09-14 13:10:59.597502	2021-09-14 13:11:04.768928	5.171426	Afternoon
Mouse	2021-09-14 13:11:13.129920	2021-09-14 13:11:18.274551	5.144631	Afternoon
Keyboard	2021-09-14 13:10:10.059100	2021-09-14 13:11:52.937451	102.878351	Afternoon
Keyboard	2021-09-14 13:12:01.797647	2021-09-14 13:12:06.945671	5.148024	Afternoon
Mouse	2021-09-14 13:11:50.005142	2021-09-14 13:12:21.073186	31.068044	Afternoon
Keyboard	2021-09-14 13:12:15.448468	2021-09-14 13:12:25.970684	10.522216	Afternoon
Mouse	2021-09-14 13:12:24.800403	2021-09-14 13:12:44.269971	19.469568	Afternoon
Keyboard	2021-09-14 13:12:43.601071	2021-09-14 13:13:34.706649	51.105578	Afternoon
Mouse	2021-09-14 13:13:34.145128	2021-09-14 13:13:40.048359	5.903231	Afternoon
Mouse	2021-09-14 13:13:49.315984	2021-09-14 13:13:56.390091	7.074107	Afternoon
Mouse	2021-09-14 13:14:04.519185	2021-09-14 13:14:13.046117	8.526932	Afternoon
Mouse	2021-09-14 13:14:22.973185	2021-09-14 13:14:29.857498	6.884313	Afternoon
Mouse	2021-09-14 13:14:29.910860	2021-09-14 13:14:39.813900	9.90304	Afternoon
Keyboard	2021-09-14 13:13:47.674668	2021-09-14 13:14:42.009967	54.335299	Afternoon
Keyboard	2021-09-14 13:14:44.105080	2021-09-14 13:14:56.127445	12.022365	Afternoon
Mouse	2021-09-14 13:15:01.004712	2021-09-14 13:15:09.168334	8.163622	Afternoon
Keyboard	2021-09-14 13:14:57.506031	2021-09-14 13:15:15.641803	18.135772	Afternoon
Mouse	2021-09-14 13:15:14.144507	2021-09-14 13:15:28.282880	14.138373	Afternoon
Keyboard	2021-09-14 13:15:27.240300	2021-09-14 13:15:58.803990	31.56369	Afternoon
Keyboard	2021-09-14 13:16:00.339695	2021-09-14 13:16:48.705299	48.365604	Afternoon
Mouse	2021-09-14 13:16:47.975722	2021-09-14 13:16:56.249455	8.273733	Afternoon
Keyboard	2021-09-14 13:16:55.709454	2021-09-14 13:17:07.582404	11.87295	Afternoon
Keyboard	2021-09-14 13:17:09.033420	2021-09-14 13:17:20.281150	11.24773	Afternoon
Mouse	2021-09-14 13:17:52.426792	2021-09-14 13:18:01.105861	8.679069	Afternoon
Keyboard	2021-09-14 13:17:22.588856	2021-09-14 13:18:31.362001	68.773145	Afternoon
Keyboard	2021-09-14 13:18:31.866624	2021-09-14 13:19:14.643474	42.77685	Afternoon
Mouse	2021-09-14 13:19:44.722971	2021-09-14 13:19:52.211215	7.488244	Afternoon
Keyboard	2021-09-14 13:19:18.071259	2021-09-14 13:19:54.097973	36.026714	Afternoon
Keyboard	2021-09-14 13:19:54.898706	2021-09-14 13:20:00.820286	5.92158	Afternoon
Keyboard	2021-09-14 13:20:02.982992	2021-09-14 13:20:25.460981	22.477989	Afternoon
Keyboard	2021-09-14 13:20:26.337750	2021-09-14 13:21:16.394642	50.056892	Afternoon
Mouse	2021-09-14 13:21:25.675743	2021-09-14 13:21:37.908009	12.232266	Afternoon
Keyboard	2021-09-14 13:21:18.331173	2021-09-14 13:21:44.655934	26.324761	Afternoon
Keyboard	2021-09-14 13:21:44.780926	2021-09-14 13:21:52.611669	7.830743	Afternoon
Mouse	2021-09-14 13:21:51.738680	2021-09-14 13:22:08.674663	16.935983	Afternoon
Keyboard	2021-09-14 13:21:57.422915	2021-09-14 13:22:11.899811	14.476896	Afternoon
Mouse	2021-09-14 13:22:11.132191	2021-09-14 13:22:18.080196	6.948005	Afternoon
Keyboard	2021-09-14 13:22:19.750147	2021-09-14 13:22:35.723481	15.973334	Afternoon
Mouse	2021-09-14 13:22:34.847978	2021-09-14 13:22:40.694908	5.84693	Afternoon
Keyboard	2021-09-14 13:22:39.125492	2021-09-14 13:23:00.265255	21.139763	Afternoon
Mouse	2021-09-14 13:22:57.066411	2021-09-14 13:23:06.508756	9.442345	Afternoon
Mouse	2021-09-14 13:23:16.474119	2021-09-14 13:23:22.971326	6.497207	Afternoon
Mouse	2021-09-14 13:23:23.786279	2021-09-14 13:23:28.788926	5.002647	Afternoon
Keyboard	2021-09-14 13:23:05.738082	2021-09-14 13:23:51.113563	45.375481	Afternoon
Mouse	2021-09-14 13:23:52.832853	2021-09-14 13:24:00.162852	7.329999	Afternoon
Keyboard	2021-09-14 13:23:57.929824	2021-09-14 13:24:07.168356	9.238532	Afternoon
Keyboard	2021-09-14 13:24:19.530087	2021-09-14 13:24:27.241779	7.711692	Afternoon
Mouse	2021-09-14 13:24:23.223165	2021-09-14 13:24:45.902522	22.679357	Afternoon
Keyboard	2021-09-14 13:24:37.835317	2021-09-14 13:24:50.720579	12.885262	Afternoon
Keyboard	2021-09-14 13:24:51.412497	2021-09-14 13:25:00.826126	9.413629	Afternoon
Keyboard	2021-09-14 13:25:02.160639	2021-09-14 13:25:12.299750	10.139111	Afternoon
